date,time,open,high,low,close,tickvol,vol,spread
2018.08.10,00:00:00,1212.113,1217.085,1205.768,1211.101,82407,0,0
2018.08.12,00:00:00,1212.513,1213.851,1211.984,1212.357,2154,0,0
2018.08.13,00:00:00,1212.334,1212.607,1191.654,1192.840,88705,0,0
2018.08.14,00:00:00,1192.808,1198.690,1192.100,1193.930,76189,0,0
2018.08.15,00:00:00,1193.931,1194.170,1173.135,1173.787,87648,0,0
2018.08.16,00:00:00,1173.790,1182.001,1160.233,1175.369,92791,0,0
2018.08.17,00:00:00,1175.365,1185.005,1171.937,1184.833,79182,0,0
2018.08.19,00:00:00,1183.284,1183.839,1182.968,1183.572,1697,0,0
2018.08.20,00:00:00,1183.560,1191.297,1182.912,1191.217,71435,0,0
2018.08.21,00:00:00,1191.218,1196.993,1187.685,1195.997,79140,0,0
2018.08.22,00:00:00,1196.034,1201.580,1192.615,1195.104,75618,0,0
2018.08.23,00:00:00,1195.090,1195.484,1183.900,1184.531,78555,0,0
2018.08.24,00:00:00,1184.532,1208.549,1183.141,1205.763,76159,0,0
2018.08.26,00:00:00,1206.524,1207.919,1206.108,1207.827,2320,0,0
2018.08.27,00:00:00,1207.790,1212.353,1203.148,1211.056,70196,0,0
2018.08.28,00:00:00,1211.048,1214.285,1199.659,1202.678,78030,0,0
2018.08.29,00:00:00,1202.678,1207.839,1201.423,1207.178,75657,0,0
2018.08.30,00:00:00,1207.199,1207.260,1196.291,1199.912,79535,0,0
2018.08.31,00:00:00,1199.908,1208.830,1198.311,1200.931,81012,0,0
2018.09.02,00:00:00,1199.693,1200.060,1198.772,1199.136,1714,0,0
2018.09.03,00:00:00,1199.132,1203.851,1195.605,1200.794,54063,0,0
2018.09.04,00:00:00,1200.789,1201.998,1189.679,1192.034,80956,0,0
2018.09.05,00:00:00,1192.033,1198.372,1190.949,1197.114,74098,0,0
2018.09.06,00:00:00,1197.122,1206.956,1195.812,1201.154,80083,0,0
2018.09.07,00:00:00,1201.160,1203.518,1193.451,1195.714,79543,0,0
2018.09.09,00:00:00,1195.061,1196.286,1194.958,1196.161,1666,0,0
2018.09.10,00:00:00,1196.130,1198.461,1191.569,1195.052,70769,0,0
2018.09.11,00:00:00,1195.056,1199.393,1187.751,1197.050,71199,0,0
2018.09.12,00:00:00,1197.051,1208.479,1192.644,1206.233,79409,0,0
2018.09.13,00:00:00,1206.233,1212.645,1200.204,1202.116,78512,0,0
2018.09.14,00:00:00,1202.118,1208.544,1192.946,1193.393,73232,0,0
2018.09.16,00:00:00,1194.213,1194.419,1193.073,1193.404,1705,0,0
2018.09.17,00:00:00,1193.404,1204.806,1192.821,1198.415,75875,0,0
2018.09.18,00:00:00,1198.418,1203.512,1195.885,1199.542,79414,0,0
2018.09.19,00:00:00,1199.537,1206.189,1198.252,1203.986,74974,0,0
2018.09.20,00:00:00,1203.984,1208.406,1201.350,1207.394,78041,0,0
2018.09.21,00:00:00,1207.405,1211.044,1191.881,1199.607,78462,0,0
2018.09.23,00:00:00,1197.736,1198.491,1197.083,1197.980,1495,0,0
2018.09.24,00:00:00,1197.971,1204.149,1194.426,1199.323,70055,0,0
2018.09.25,00:00:00,1199.345,1203.309,1197.084,1201.236,69977,0,0
2018.09.26,00:00:00,1201.240,1202.434,1190.533,1196.506,77365,0,0
2018.09.27,00:00:00,1196.457,1198.590,1181.923,1183.585,79529,0,0
2018.09.28,00:00:00,1183.575,1193.742,1180.783,1191.909,76235,0,0
2018.09.30,00:00:00,1191.464,1192.181,1190.722,1190.915,1958,0,0
2018.10.01,00:00:00,1190.919,1192.081,1184.596,1189.031,75425,0,0
2018.10.02,00:00:00,1189.050,1208.200,1188.764,1205.531,84972,0,0
2018.10.03,00:00:00,1205.534,1208.258,1196.543,1197.968,83592,0,0
2018.10.04,00:00:00,1197.971,1206.696,1196.017,1199.095,85324,0,0
2018.10.05,00:00:00,1199.089,1205.754,1197.261,1202.813,76605,0,0
2018.10.07,00:00:00,1203.173,1204.017,1202.904,1203.796,1631,0,0
2018.10.08,00:00:00,1203.795,1204.081,1182.628,1190.685,78377,0,0
2018.10.09,00:00:00,1190.707,1191.860,1183.344,1189.881,80422,0,0
2018.10.10,00:00:00,1189.869,1194.820,1185.325,1193.918,81776,0,0
2018.10.11,00:00:00,1193.944,1226.314,1191.283,1221.295,101095,0,0
2018.10.12,00:00:00,1221.309,1223.494,1215.857,1217.845,58000,0,0
2018.10.14,00:00:00,1218.899,1220.291,1218.899,1219.246,1383,0,0
2018.10.15,00:00:00,1219.245,1233.245,1219.245,1226.808,56722,0,0
2018.10.16,00:00:00,1226.810,1232.371,1223.404,1224.951,55393,0,0
2018.10.17,00:00:00,1224.951,1229.475,1220.636,1222.236,59924,0,0
2018.10.18,00:00:00,1222.237,1230.096,1218.710,1225.876,60803,0,0
2018.10.19,00:00:00,1225.875,1230.768,1223.154,1226.332,56064,0,0
2018.10.21,00:00:00,1228.113,1228.169,1226.797,1227.317,2307,0,0
2018.10.22,00:00:00,1227.340,1229.529,1220.131,1222.366,53292,0,0
2018.10.23,00:00:00,1222.364,1239.717,1221.932,1230.925,59246,0,0
2018.10.24,00:00:00,1230.907,1235.246,1225.648,1235.206,60274,0,0
2018.10.25,00:00:00,1235.247,1239.156,1228.111,1231.811,61945,0,0
2018.10.26,00:00:00,1231.781,1243.393,1230.083,1233.635,67283,0,0
2018.10.28,00:00:00,1233.161,1233.990,1232.743,1232.790,2301,0,0
2018.10.29,00:00:00,1232.798,1235.377,1224.354,1230.089,73820,0,0
2018.10.30,00:00:00,1230.102,1230.585,1219.928,1222.591,64677,0,0
2018.10.31,00:00:00,1222.595,1222.847,1211.993,1216.050,62016,0,0
2018.11.01,00:00:00,1216.055,1237.364,1215.917,1232.980,65301,0,0
2018.11.02,00:00:00,1232.992,1236.428,1229.780,1232.910,66425,0,0
2018.11.04,00:00:00,1233.151,1234.217,1233.151,1234.073,1454,0,0
2018.11.05,00:00:00,1234.109,1235.122,1226.906,1231.064,57622,0,0
2018.11.06,00:00:00,1231.069,1235.898,1223.508,1227.919,56966,0,0
2018.11.07,00:00:00,1227.920,1236.392,1222.993,1226.080,67750,0,0
2018.11.08,00:00:00,1226.070,1226.903,1220.152,1223.087,62405,0,0
2018.11.09,00:00:00,1223.086,1223.287,1206.777,1209.624,61147,0,0
2018.11.11,00:00:00,1209.589,1210.770,1209.262,1210.769,1491,0,0
2018.11.12,00:00:00,1210.766,1211.431,1200.198,1202.331,56767,0,0
2018.11.13,00:00:00,1202.337,1205.164,1196.335,1203.064,62200,0,0
2018.11.14,00:00:00,1203.062,1216.323,1197.709,1211.009,66872,0,0
2018.11.15,00:00:00,1210.997,1216.379,1207.690,1213.983,66611,0,0
2018.11.16,00:00:00,1213.998,1225.275,1213.864,1221.599,59473,0,0
2018.11.18,00:00:00,1221.997,1222.723,1221.595,1222.558,1402,0,0
2018.11.19,00:00:00,1222.559,1225.197,1218.046,1224.137,58490,0,0
2018.11.20,00:00:00,1224.136,1228.742,1219.959,1221.660,61875,0,0
2018.11.21,00:00:00,1221.662,1230.056,1219.818,1225.785,55504,0,0
2018.11.22,00:00:00,1225.788,1229.053,1224.914,1227.417,37642,0,0
2018.11.23,00:00:00,1227.416,1228.523,1220.343,1223.030,43123,0,0
2018.11.25,00:00:00,1223.626,1224.382,1223.325,1224.343,1482,0,0
2018.11.26,00:00:00,1224.344,1228.025,1221.726,1222.655,52824,0,0
2018.11.27,00:00:00,1222.668,1225.246,1211.940,1214.492,54525,0,0
2018.11.28,00:00:00,1214.506,1226.654,1211.211,1221.050,56532,0,0
2018.11.29,00:00:00,1221.049,1228.974,1220.710,1224.298,58261,0,0
2018.11.30,00:00:00,1224.302,1225.533,1216.703,1222.058,51876,0,0
2018.12.02,00:00:00,1223.069,1223.218,1222.011,1222.090,1642,0,0
2018.12.03,00:00:00,1222.098,1234.923,1221.320,1231.208,59940,0,0
2018.12.04,00:00:00,1231.215,1241.935,1230.537,1238.806,62767,0,0
2018.12.05,00:00:00,1238.760,1239.032,1233.364,1238.300,45068,0,0
2018.12.06,00:00:00,1238.295,1244.302,1234.775,1237.424,65056,0,0
2018.12.07,00:00:00,1237.410,1250.022,1237.334,1248.257,58387,0,0
2018.12.09,00:00:00,1250.313,1250.522,1248.888,1249.032,1831,0,0
2018.12.10,00:00:00,1249.038,1250.309,1241.643,1244.150,59341,0,0
2018.12.11,00:00:00,1244.154,1249.504,1241.051,1243.133,57776,0,0
2018.12.12,00:00:00,1243.132,1247.205,1242.029,1246.126,57567,0,0
2018.12.13,00:00:00,1246.127,1246.720,1240.140,1242.483,55714,0,0
2018.12.14,00:00:00,1242.486,1243.019,1232.932,1238.288,53479,0,0
2018.12.16,00:00:00,1237.358,1237.971,1237.007,1237.115,1209,0,0
2018.12.17,00:00:00,1237.119,1248.076,1235.837,1245.891,52942,0,0
2018.12.18,00:00:00,1245.899,1250.353,1245.076,1249.510,55994,0,0
2018.12.19,00:00:00,1249.516,1258.009,1241.574,1244.179,63680,0,0
2018.12.20,00:00:00,1244.155,1266.459,1242.780,1261.986,70135,0,0
2018.12.21,00:00:00,1262.000,1262.736,1253.989,1255.696,60627,0,0
2018.12.23,00:00:00,1258.643,1259.075,1258.024,1258.902,1593,0,0
2018.12.24,00:00:00,1258.891,1269.533,1258.812,1268.276,47489,0,0
2018.12.26,00:00:00,1273.839,1279.044,1264.626,1269.164,62970,0,0
2018.12.27,00:00:00,1269.167,1278.921,1266.681,1274.734,67179,0,0
2018.12.28,00:00:00,1274.713,1282.097,1274.296,1280.788,60743,0,0
2018.12.30,00:00:00,1280.119,1280.119,1278.956,1279.799,1347,0,0
2018.12.31,00:00:00,1279.789,1284.052,1277.475,1282.562,47593,0,0
2019.01.02,00:00:00,1281.201,1290.201,1278.680,1285.893,61768,0,0
2019.01.03,00:00:00,1285.882,1295.244,1284.633,1295.202,68519,0,0
2019.01.04,00:00:00,1295.200,1298.511,1276.686,1284.762,67169,0,0
2019.01.06,00:00:00,1285.594,1285.983,1284.155,1284.244,1668,0,0
2019.01.07,00:00:00,1284.242,1295.041,1282.672,1288.884,61054,0,0
2019.01.08,00:00:00,1288.885,1290.200,1279.415,1285.170,60711,0,0
2019.01.09,00:00:00,1285.169,1293.858,1280.150,1292.909,63768,0,0
2019.01.10,00:00:00,1292.918,1297.049,1286.137,1287.958,61928,0,0
2019.01.11,00:00:00,1287.969,1295.149,1287.026,1287.514,56543,0,0
2019.01.13,00:00:00,1288.122,1288.614,1287.928,1288.149,1433,0,0
2019.01.14,00:00:00,1288.144,1295.845,1287.976,1291.509,57170,0,0
2019.01.15,00:00:00,1291.512,1294.658,1286.765,1289.625,61017,0,0
2019.01.16,00:00:00,1289.626,1294.951,1287.939,1292.982,57491,0,0
2019.01.17,00:00:00,1292.982,1295.339,1288.818,1292.319,58072,0,0
2019.01.18,00:00:00,1292.321,1292.436,1280.652,1281.522,55149,0,0
2019.01.20,00:00:00,1282.581,1283.275,1282.500,1282.614,1340,0,0
2019.01.21,00:00:00,1282.623,1283.556,1276.808,1279.690,39234,0,0
2019.01.22,00:00:00,1279.694,1285.505,1277.450,1284.589,55273,0,0
2019.01.23,00:00:00,1284.595,1286.495,1278.705,1283.774,54474,0,0
2019.01.24,00:00:00,1283.770,1284.794,1276.838,1281.346,56464,0,0
2019.01.25,00:00:00,1281.383,1303.675,1279.990,1303.153,55609,0,0
2019.01.27,00:00:00,1302.453,1302.567,1299.964,1300.050,1601,0,0
2019.01.28,00:00:00,1300.048,1304.414,1297.725,1303.862,54308,0,0
2019.01.29,00:00:00,1303.869,1311.969,1302.723,1310.739,55433,0,0
2019.01.30,00:00:00,1310.745,1323.354,1309.057,1319.255,59924,0,0
2019.01.31,00:00:00,1319.256,1326.220,1317.470,1321.067,58589,0,0
2019.02.01,00:00:00,1321.069,1323.533,1316.145,1317.696,55787,0,0
2019.02.03,00:00:00,1317.683,1317.930,1316.571,1317.157,1388,0,0
2019.02.04,00:00:00,1317.174,1317.527,1308.668,1311.776,53552,0,0
2019.02.05,00:00:00,1311.777,1316.858,1310.762,1314.993,52238,0,0
2019.02.06,00:00:00,1314.988,1315.819,1305.757,1306.644,53655,0,0
2019.02.07,00:00:00,1306.635,1311.928,1302.837,1310.457,56833,0,0
2019.02.08,00:00:00,1310.465,1315.621,1307.808,1313.996,50612,0,0
2019.02.10,00:00:00,1313.561,1313.970,1313.413,1313.689,1235,0,0
2019.02.11,00:00:00,1313.675,1314.859,1303.731,1307.785,53719,0,0
2019.02.12,00:00:00,1307.784,1314.749,1306.538,1310.289,54977,0,0
2019.02.13,00:00:00,1310.286,1318.119,1305.071,1307.642,57240,0,0
2019.02.14,00:00:00,1307.647,1314.342,1302.404,1311.937,58710,0,0
2019.02.15,00:00:00,1311.938,1322.573,1311.411,1321.133,53449,0,0
2019.02.17,00:00:00,1321.031,1321.350,1320.634,1321.131,1498,0,0
2019.02.18,00:00:00,1321.148,1327.619,1320.891,1326.433,38556,0,0
2019.02.19,00:00:00,1326.429,1341.771,1322.867,1339.561,55927,0,0
2019.02.20,00:00:00,1339.560,1346.703,1336.908,1340.619,61277,0,0
2019.02.21,00:00:00,1340.617,1341.488,1320.978,1325.860,63833,0,0
2019.02.22,00:00:00,1325.889,1333.090,1321.555,1327.836,56417,0,0
2019.02.24,00:00:00,1327.651,1328.553,1327.552,1327.751,1398,0,0
2019.02.25,00:00:00,1327.758,1332.554,1325.173,1327.538,56787,0,0
2019.02.26,00:00:00,1327.542,1330.185,1323.527,1329.260,56753,0,0
2019.02.27,00:00:00,1329.252,1329.891,1316.950,1321.145,54543,0,0
2019.02.28,00:00:00,1321.124,1327.279,1312.602,1314.226,58433,0,0
2019.03.01,00:00:00,1314.228,1315.164,1290.205,1293.327,60373,0,0
2019.03.03,00:00:00,1295.432,1296.197,1295.060,1295.234,1759,0,0
2019.03.04,00:00:00,1295.250,1297.046,1282.876,1287.108,58407,0,0
2019.03.05,00:00:00,1287.107,1289.551,1281.251,1287.948,57882,0,0
2019.03.06,00:00:00,1287.950,1290.899,1283.642,1287.112,56905,0,0
2019.03.07,00:00:00,1287.137,1289.002,1280.876,1285.992,57659,0,0
2019.03.08,00:00:00,1286.010,1300.720,1285.237,1298.315,60644,0,0
2019.03.10,00:00:00,1296.915,1297.405,1296.659,1297.264,1349,0,0
2019.03.11,00:00:00,1297.268,1299.099,1290.497,1292.582,50239,0,0
2019.03.12,00:00:00,1292.620,1302.158,1292.466,1301.923,51888,0,0
2019.03.13,00:00:00,1301.952,1311.241,1301.718,1309.398,51337,0,0
2019.03.14,00:00:00,1309.399,1309.803,1292.886,1296.124,54661,0,0
2019.03.15,00:00:00,1296.125,1306.371,1294.007,1302.255,50687,0,0
2019.03.17,00:00:00,1302.157,1302.345,1300.613,1300.624,2462,0,0
2019.03.18,00:00:00,1300.631,1306.684,1298.229,1303.486,49667,0,0
2019.03.19,00:00:00,1303.489,1310.870,1303.457,1306.242,50145,0,0
2019.03.20,00:00:00,1306.232,1316.949,1298.714,1315.437,58200,0,0
2019.03.21,00:00:00,1315.438,1320.351,1303.307,1308.615,57263,0,0
2019.03.22,00:00:00,1308.619,1314.937,1306.864,1313.268,54862,0,0
2019.03.24,00:00:00,1313.517,1313.817,1311.687,1311.687,2497,0,0
2019.03.25,00:00:00,1311.651,1324.468,1311.036,1321.334,54127,0,0
2019.03.26,00:00:00,1321.347,1322.188,1312.726,1316.446,54905,0,0
2019.03.27,00:00:00,1316.455,1319.281,1308.174,1309.408,57698,0,0
2019.03.28,00:00:00,1309.405,1312.304,1288.582,1291.563,57314,0,0
2019.03.29,00:00:00,1291.569,1299.767,1286.667,1292.101,54598,0,0
2019.03.31,00:00:00,1292.280,1293.234,1291.492,1291.759,2748,0,0
2019.04.01,00:00:00,1291.770,1296.988,1286.544,1287.407,55015,0,0
2019.04.02,00:00:00,1287.410,1292.870,1285.292,1291.779,50728,0,0
2019.04.03,00:00:00,1291.777,1294.519,1288.432,1291.852,50727,0,0
2019.04.04,00:00:00,1291.851,1294.365,1280.932,1292.162,51367,0,0
2019.04.05,00:00:00,1292.170,1293.150,1284.436,1291.420,48500,0,0
2019.04.07,00:00:00,1292.294,1293.677,1291.447,1291.801,2348,0,0
2019.04.08,00:00:00,1291.771,1303.685,1291.705,1298.021,47810,0,0
2019.04.09,00:00:00,1298.018,1306.157,1296.611,1304.661,49331,0,0
2019.04.10,00:00:00,1304.654,1310.573,1300.982,1308.087,51000,0,0
2019.04.11,00:00:00,1308.088,1308.359,1289.716,1292.236,52592,0,0
2019.04.12,00:00:00,1292.206,1295.735,1290.062,1290.478,47844,0,0
2019.04.14,00:00:00,1291.345,1291.949,1289.361,1289.773,2537,0,0
2019.04.15,00:00:00,1289.742,1290.365,1282.538,1288.401,48916,0,0
2019.04.16,00:00:00,1288.400,1288.404,1272.979,1276.630,51486,0,0
2019.04.17,00:00:00,1276.611,1279.764,1273.053,1274.208,48776,0,0
2019.04.18,00:00:00,1274.209,1277.644,1271.141,1275.639,46749,0,0
2019.04.22,00:00:00,1276.863,1279.781,1273.834,1274.635,38684,0,0
2019.04.23,00:00:00,1274.674,1276.481,1266.330,1271.443,45800,0,0
2019.04.24,00:00:00,1271.458,1278.487,1268.752,1274.707,48052,0,0
2019.04.25,00:00:00,1274.710,1282.577,1273.397,1278.650,48789,0,0
2019.04.26,00:00:00,1278.615,1288.670,1274.560,1285.923,49396,0,0
2019.04.28,00:00:00,1286.024,1286.657,1285.753,1285.864,1972,0,0
2019.04.29,00:00:00,1285.865,1286.621,1278.107,1280.414,44263,0,0
2019.04.30,00:00:00,1280.412,1286.186,1279.898,1283.187,48409,0,0
2019.05.01,00:00:00,1283.164,1287.210,1273.048,1277.093,50571,0,0
2019.05.02,00:00:00,1277.094,1277.416,1266.283,1270.776,49244,0,0
2019.05.03,00:00:00,1270.775,1282.541,1268.526,1279.026,45140,0,0
2019.05.05,00:00:00,1282.629,1285.796,1281.714,1284.248,5239,0,0
2019.05.06,00:00:00,1284.244,1285.156,1277.030,1282.894,51815,0,0
2019.05.07,00:00:00,1282.896,1286.060,1278.229,1284.830,51489,0,0
2019.05.08,00:00:00,1284.834,1291.440,1279.401,1281.363,52323,0,0
2019.05.09,00:00:00,1281.362,1288.158,1279.441,1283.752,55585,0,0
2019.05.10,00:00:00,1283.756,1289.396,1283.188,1285.730,53648,0,0
2019.05.12,00:00:00,1287.259,1288.070,1286.888,1287.220,2729,0,0
2019.05.13,00:00:00,1287.221,1301.735,1281.987,1301.735,51847,0,0
2019.05.14,00:00:00,1301.739,1303.285,1293.750,1297.118,48670,0,0
2019.05.15,00:00:00,1297.086,1300.862,1293.053,1296.521,50326,0,0
2019.05.16,00:00:00,1296.522,1298.708,1284.118,1285.883,48593,0,0
2019.05.17,00:00:00,1285.853,1288.923,1274.915,1277.693,47396,0,0
2019.05.19,00:00:00,1278.399,1278.886,1277.013,1277.757,2320,0,0
2019.05.20,00:00:00,1277.753,1278.935,1273.691,1277.445,46319,0,0
2019.05.21,00:00:00,1277.450,1277.454,1269.516,1274.635,44177,0,0
2019.05.22,00:00:00,1274.634,1277.261,1272.499,1274.270,42792,0,0
2019.05.23,00:00:00,1274.262,1287.239,1272.818,1284.172,49796,0,0
2019.05.24,00:00:00,1284.138,1285.198,1280.787,1284.850,44319,0,0
2019.05.26,00:00:00,1285.465,1285.620,1284.163,1284.723,2098,0,0
2019.05.27,00:00:00,1284.719,1287.369,1283.787,1285.731,28839,0,0
2019.05.28,00:00:00,1285.738,1286.563,1276.172,1279.919,48859,0,0
2019.05.29,00:00:00,1279.909,1285.511,1279.109,1279.880,52787,0,0
2019.05.30,00:00:00,1279.885,1290.599,1275.028,1290.480,49567,0,0
2019.05.31,00:00:00,1290.472,1306.880,1290.392,1305.531,55595,0,0
2019.06.02,00:00:00,1306.724,1309.433,1306.507,1309.324,3679,0,0
2019.06.03,00:00:00,1309.320,1327.956,1308.548,1325.163,58997,0,0
2019.06.04,00:00:00,1325.146,1329.024,1319.981,1325.339,58212,0,0
2019.06.05,00:00:00,1325.335,1344.037,1325.335,1330.922,62858,0,0
2019.06.06,00:00:00,1330.919,1339.765,1327.265,1333.439,58001,0,0
2019.06.07,00:00:00,1333.441,1348.227,1330.262,1340.749,53370,0,0
2019.06.09,00:00:00,1334.719,1335.811,1333.326,1335.027,3590,0,0
2019.06.10,00:00:00,1335.010,1337.662,1325.130,1329.284,53523,0,0
2019.06.11,00:00:00,1329.287,1329.836,1319.903,1327.755,51698,0,0
2019.06.12,00:00:00,1327.758,1338.307,1326.036,1333.569,55379,0,0
2019.06.13,00:00:00,1333.566,1344.599,1332.417,1344.480,55242,0,0
2019.06.14,00:00:00,1344.481,1358.090,1337.828,1341.266,58111,0,0
2019.06.16,00:00:00,1341.860,1342.046,1338.551,1338.578,2786,0,0
2019.06.17,00:00:00,1338.580,1343.491,1333.016,1339.701,55219,0,0
2019.06.18,00:00:00,1339.703,1354.572,1338.637,1345.494,62545,0,0
2019.06.19,00:00:00,1345.500,1362.555,1341.364,1357.931,67232,0,0
2019.06.20,00:00:00,1357.938,1393.980,1357.938,1390.857,81109,0,0
2019.06.21,00:00:00,1390.837,1411.695,1382.453,1399.503,78205,0,0
2019.06.23,00:00:00,1400.458,1410.234,1400.346,1406.860,6454,0,0
2019.06.24,00:00:00,1406.899,1426.026,1400.764,1425.259,70883,0,0
2019.06.25,00:00:00,1425.272,1439.123,1411.953,1418.385,92266,0,0
2019.06.26,00:00:00,1418.408,1420.539,1402.012,1410.735,78169,0,0
2019.06.27,00:00:00,1410.750,1412.048,1398.600,1411.104,67277,0,0
2019.06.28,00:00:00,1411.063,1424.594,1405.719,1409.726,63297,0,0
2019.06.30,00:00:00,1393.141,1397.739,1389.343,1392.134,7789,0,0
2019.07.01,00:00:00,1392.089,1397.038,1381.823,1385.532,70066,0,0
2019.07.02,00:00:00,1385.538,1436.100,1383.915,1431.270,73032,0,0
2019.07.03,00:00:00,1431.312,1437.717,1412.078,1418.432,74505,0,0
2019.07.04,00:00:00,1418.443,1424.159,1410.254,1420.948,45540,0,0
2019.07.05,00:00:00,1420.958,1421.350,1386.597,1398.788,66980,0,0
2019.07.07,00:00:00,1399.328,1399.355,1392.755,1395.700,4858,0,0
2019.07.08,00:00:00,1395.686,1407.575,1391.775,1394.354,59850,0,0
2019.07.09,00:00:00,1394.330,1399.994,1385.781,1395.265,58771,0,0
2019.07.10,00:00:00,1395.290,1422.487,1389.966,1422.030,67623,0,0
2019.07.11,00:00:00,1422.014,1427.081,1400.872,1403.975,66594,0,0
2019.07.12,00:00:00,1403.998,1416.839,1403.124,1415.395,56743,0,0
2019.07.14,00:00:00,1416.670,1419.717,1412.884,1416.248,4426,0,0
2019.07.15,00:00:00,1416.249,1418.246,1407.762,1415.482,55588,0,0
2019.07.16,00:00:00,1415.471,1416.254,1400.984,1405.237,58670,0,0
2019.07.17,00:00:00,1405.216,1428.509,1400.131,1424.641,59017,0,0
2019.07.18,00:00:00,1424.678,1452.933,1414.618,1442.936,74356,0,0
2019.07.19,00:00:00,1442.941,1445.254,1420.241,1425.451,68418,0,0
2019.07.21,00:00:00,1426.678,1427.117,1423.630,1425.087,3530,0,0
2019.07.22,00:00:00,1425.089,1429.988,1422.300,1423.704,56810,0,0
2019.07.23,00:00:00,1423.696,1430.031,1414.177,1417.060,60691,0,0
2019.07.24,00:00:00,1417.061,1429.440,1416.554,1425.331,53887,0,0
2019.07.25,00:00:00,1425.297,1433.772,1411.121,1415.057,58933,0,0
2019.07.26,00:00:00,1415.058,1424.802,1413.517,1418.392,48671,0,0
2019.07.28,00:00:00,1420.788,1420.907,1419.338,1420.128,2201,0,0
2019.07.29,00:00:00,1420.135,1428.111,1414.748,1424.511,47775,0,0
2019.07.30,00:00:00,1424.509,1433.195,1422.317,1430.815,47073,0,0
2019.07.31,00:00:00,1430.834,1434.296,1410.595,1412.213,64701,0,0
2019.08.01,00:00:00,1412.217,1446.682,1400.539,1438.178,75995,0,0
2019.08.02,00:00:00,1438.167,1447.944,1430.303,1440.821,74250,0,0
2019.08.04,00:00:00,1440.353,1441.216,1436.777,1439.603,3094,0,0
2019.08.05,00:00:00,1439.624,1474.729,1438.753,1474.018,82886,0,0
2019.08.06,00:00:00,1474.005,1477.317,1456.470,1476.841,72008,0,0
2019.08.07,00:00:00,1476.821,1510.361,1474.618,1501.653,90924,0,0
2019.08.08,00:00:00,1501.635,1509.467,1489.946,1504.205,76543,0,0
2019.08.09,00:00:00,1504.202,1508.029,1494.800,1497.186,61836,0,0
2019.08.11,00:00:00,1496.242,1501.522,1494.661,1500.796,3494,0,0
2019.08.12,00:00:00,1500.835,1520.071,1487.384,1512.116,62756,0,0
